,Unnamed: 0,player_id,date,market_value,position
2951,114264,Mathieu Peybernes,2018-06-03,810000,Defender - Centre-Back
2952,114288,Heldon,2018-06-13,1350000,attack - Left Winger
2953,114301,Haashim Domingo,2018-06-29,495000,midfield - Attacking Midfield
2954,114313,Kiko,2018-06-13,450000,midfield - Central Midfield
2955,114332,Rafael Miranda,2018-06-13,270000,midfield - Defensive Midfield
2956,114339,Rui Moreira,2018-06-29,1130000,midfield - Central Midfield
2957,114351,Luis Mata,2018-06-29,540000,Defender - Left-Back
2958,114375,Aleksandr Cherevko,2018-06-06,225000,Defender - Right-Back
2959,114388,Dmitri Bogaev,2018-06-06,315000,Defender - Right-Back
2960,114409,Maksim Tishkin,2018-06-06,360000,Defender - Right-Back
2961,114433,Giorgi Navalovski,2018-06-06,225000,Defender - Left-Back
2962,114460,Vladislav Nikiforov,2018-06-06,360000,Defender - Left-Back
2963,114482,Dele Adeleye,2018-06-06,180000,Defender - Centre-Back
2964,114501,Nemanja Tubic,2018-06-06,180000,Defender - Centre-Back
2965,114515,Ismail Ediev,2018-06-06,315000,Defender - Centre-Back
2966,114543,Aleksandr Dimidko,2018-06-06,360000,Defender - Centre-Back
2967,114547,Aleksandr Akishin,2018-06-06,45000,Goalkeeper
2968,114562,Aleksandr Krivoruchko,2018-06-06,90000,Goalkeeper
2969,114567,Vladislav Soromytjko,2018-06-06,90000,Goalkeeper
2970,114597,Aaron Hunt,2018-06-05,1350000,midfield - Attacking Midfield
2971,114633,Sejad Salihovic,2018-06-05,315000,midfield - Central Midfield
2972,114642,Vasilije Janjicic,2018-06-05,450000,midfield - Central Midfield
2973,114680,Lewis Holtby,2018-06-05,2250000,midfield - Central Midfield
2974,114713,Dennis Diekmeier,2018-06-05,1350000,Defender - Right-Back
2975,114757,Gotoku Sakai,2018-06-05,1350000,Defender - Left-Back
2976,114798,Bjarne Thoelke,2018-06-05,225000,Defender - Centre-Back
2977,114819,Andreas Hirzel,2018-06-05,90000,Goalkeeper
2978,114820,Andreas Hirzel,2018-07-12,90000,Goalkeeper
2979,114853,Tom Mickel,2018-06-05,225000,Goalkeeper
2980,114876,Sami,2018-06-13,180000,attack - Left Winger
2981,114903,Paulo Machado,2018-06-13,270000,midfield - Central Midfield
2982,114926,Goncalo Santos,2018-06-13,135000,midfield - Defensive Midfield
2983,114942,Washington Santana,2018-05-22,540000,midfield - Defensive Midfield
2984,114966,Pedrinho,2018-06-13,90000,midfield - Central Midfield
2985,114989,Quim,2018-06-13,45000,Goalkeeper
2986,115003,Adriano Facchini,2018-06-13,90000,Goalkeeper
2987,115032,Artur Moraes,2018-06-13,90000,Goalkeeper
2988,115035,Jorginho,2018-06-29,90000,midfield - Defensive Midfield
2989,115040,David Luis,2018-06-29,765000,Defender - Left-Back
2990,115063,Moreno,2018-06-13,90000,Defender - Centre-Back
2991,115077,Denis Duarte,2018-06-29,900000,Defender - Centre-Back
2992,115091,Anton Kotlyar,2018-05-27,225000,midfield - Right Midfield
2993,115095,Edgar Caparros,2018-07-01,23000,midfield - Central Midfield
2994,115104,Ali Gocmen,2018-07-04,45000,attack - Centre-Forward
2995,115119,Franck Etoundi,2018-05-29,225000,attack - Centre-Forward
2996,115145,Raul Rusescu,2018-05-29,270000,attack - Centre-Forward
2997,115176,Mehmet Batdal,2018-05-29,450000,attack - Centre-Forward
2998,115186,Melvin Frithzell,2018-06-02,90000,attack - Centre-Forward
2999,115195,Daniel Stuckler,2018-06-02,135000,attack - Centre-Forward
3000,115206,Michael Rangel,2018-06-08,720000,attack - Centre-Forward
3001,115234,Markus Neumayr,2018-05-29,360000,midfield - Attacking Midfield
3002,115242,Arda Kaya,2018-07-04,45000,midfield - Central Midfield
3003,115250,Kadem Yasar,2018-05-29,90000,Goalkeeper
3004,115255,Can Ahmet Ustun,2018-07-04,23000,attack - Left Winger
3005,115260,Ahmet Sun,2018-07-04,23000,attack - Left Winger
3006,115290,Tonia Tisdell,2018-05-30,45000,attack - Left Winger
3007,115312,Engin Bekdemir,2018-05-29,180000,attack - Left Winger
3008,115334,Payam Sadeghian,2018-05-29,270000,attack - Left Winger
3009,115336,Burak Agaoglu,2018-07-04,23000,midfield - Attacking Midfield
3010,115349,Hasan Kilic,2018-05-30,135000,midfield - Central Midfield
3011,115379,Furkan Ozcal,2018-05-29,180000,midfield - Central Midfield
3012,115389,Tortol Lumanza,2018-05-29,450000,midfield - Central Midfield
3013,115408,Raheem Lawal,2018-05-29,900000,midfield - Central Midfield
3014,115426,Tugay Kacar,2018-05-30,135000,midfield - Defensive Midfield
3015,115461,Mehmet Guven,2018-05-29,450000,midfield - Defensive Midfield
3016,115469,Ali Eren Iyican,2018-05-29,45000,Defender - Left-Back
3017,115493,Muhammed Bayir,2018-05-29,135000,Defender - Left-Back
3018,115517,Numan Curuksu,2018-05-29,180000,Defender - Centre-Back
3019,115541,Vaclav Prochazka,2018-07-14,225000,Defender - Centre-Back
3020,115569,Anil Karaer,2018-05-29,315000,Defender - Centre-Back
3021,115596,Zydrunas Karcemarskas,2018-05-29,495000,Goalkeeper
3022,115601,Vangelis Patsarouchas,2018-05-22,45000,attack - Centre-Forward
3023,115609,Nikola Asceric,2018-05-22,135000,attack - Centre-Forward
3024,115655,Macauley Chrisantus,2018-06-30,225000,attack - Centre-Forward
3025,115676,Yevgen Budnik,2018-05-22,270000,attack - Centre-Forward
3026,115685,Nikolaos Manias,2018-05-22,45000,attack - Second Striker
3027,115706,Wanderson,2018-05-22,315000,attack - Right Winger
3028,115721,Michail Fragos,2018-05-22,180000,attack - Left Winger
3029,115729,Panagiotis Linardos,2018-05-22,135000,midfield - Central Midfield
3030,115744,Nikolaos Anastasopoulos,2018-05-22,225000,midfield - Defensive Midfield
3031,115769,Dimitrios Koutromanos,2018-05-22,270000,Defender - Right-Back
3032,115787,Selim Ben Djemia,2018-05-22,225000,Defender - Centre-Back
3033,115801,Christos Koukolis,2018-05-22,315000,Defender - Centre-Back
3034,115815,Vangelis Pitkas,2018-05-22,90000,Goalkeeper
3035,115843,Ergin Keles,2018-05-29,113000,attack - Centre-Forward
3036,115861,Leandrinho,2018-05-29,315000,midfield - Defensive Midfield
3037,115870,Serhat Mutlu,2018-06-30,45000,attack - Right Winger
3038,115887,Kerim Avci,2018-05-30,540000,midfield - Attacking Midfield
3039,115902,Muhammed Isik,2018-05-29,45000,midfield - Central Midfield
3040,115916,Galip Guzel,2018-05-30,135000,midfield - Central Midfield
3041,115943,Ridvan Simsek,2018-05-29,180000,Defender - Right-Back
3042,115959,Hakan Bilgic,2018-05-29,315000,Defender - Right-Back
3043,115991,Ibrahim Isci,2018-05-29,68000,Defender - Centre-Back
3044,116006,Vitali Djakov,2018-05-29,495000,Defender - Centre-Back
3045,116035,Ioan Hora,2018-05-30,270000,attack - Centre-Forward
3046,116066,Marvin Emnes,2018-05-29,315000,attack - Centre-Forward
3047,116093,Paulo Henrique,2018-05-29,675000,Defender - Left-Back
3048,116115,Orhan Tasdelen,2018-05-29,90000,Defender - Left-Back
3049,116122,Oleksiy Shchebetun,2018-06-01,45000,attack - Centre-Forward
3050,116130,Artem Khotsyanovskyi,2018-05-14,180000,attack - Centre-Forward
3051,116160,Thiago Romulo,2018-05-14,90000,midfield - Attacking Midfield
3052,116173,Edgar Malakyan,2018-07-01,360000,midfield - Left Midfield
3053,116183,Kyrylo Kostenko,2018-05-14,90000,midfield - Right Midfield
3054,116187,Dmytro Kopytov,2018-05-14,180000,midfield - Central Midfield
3055,116228,Bogdan Mytsyk,2018-05-14,180000,Defender - Right-Back
3056,116237,Johnathan,2018-05-14,270000,Defender - Right-Back
3057,116249,Mykola Pavlyuk,2018-05-14,90000,Defender - Left-Back
3058,116270,Ebert,2018-05-14,180000,Defender - Left-Back
3059,116288,Bohdan Rudiuk,2018-05-14,90000,Defender - Centre-Back
3060,116294,Ivan Siletskyi,2018-05-14,45000,Goalkeeper
3061,116306,Douglas,2018-06-02,270000,Defender - Right-Back
3062,116315,Nicolas Mortensen,2018-06-02,315000,attack - Centre-Forward
3063,116345,Pierre Larsen,2018-06-07,225000,attack - Right Winger
3064,116368,Osama Akharraz,2018-06-02,180000,attack - Left Winger
3065,116376,Anders Holst,2018-06-02,180000,attack - Left Winger
3066,116384,Matheus Leiria,2018-06-02,225000,attack - Left Winger
3067,116395,Tobias Christensen,2018-06-02,135000,midfield - Attacking Midfield
3068,116405,Felipe Tontini,2018-06-02,180000,midfield - Attacking Midfield
3069,116433,Alexandros Fioretos,2018-06-14,23000,midfield - Central Midfield
3070,116436,Frederik Roepstorff,2018-06-02,45000,midfield - Central Midfield
3071,116443,Lucas Ohlander,2018-06-07,135000,midfield - Central Midfield
3072,116451,Mikkel Basse,2018-06-02,270000,midfield - Central Midfield
3073,116464,Christian Kohler,2018-06-02,360000,midfield - Central Midfield
3074,116478,Johannes Ritter,2018-06-02,90000,Defender - Right-Back
3075,116498,Ricki Olsen,2018-06-02,225000,Defender - Right-Back
3076,116506,Frederik Bay,2018-06-02,180000,Defender - Left-Back
3077,116518,Morten Hegaard,2018-06-07,45000,Defender - Centre-Back
3078,116534,Jonas Henriksen,2018-06-02,90000,Defender - Centre-Back
3079,116546,Mathias Johannsen,2018-06-02,135000,Defender - Centre-Back
3080,116562,Andreas Holm,2018-06-02,180000,Defender - Centre-Back
3081,116578,Daniel Segev Jorgensen,2018-06-02,225000,Defender - Centre-Back
3082,116588,Martin Fisch,2018-06-02,225000,Defender - Centre-Back
3083,116604,Mikkel Bruhn,2018-06-02,225000,Goalkeeper
3084,116621,Marko Mitrović,2018-06-02,90000,attack - Centre-Forward
3085,116648,Casper Olesen,2018-06-02,90000,attack - Left Winger
3086,116666,Emil Scheel,2018-06-02,270000,midfield - Left Midfield
3087,116685,Simon Kroon,2018-06-02,360000,midfield - Right Midfield
3088,116702,Sakari Mattila,2018-06-02,180000,midfield - Defensive Midfield
3089,116720,Nicolaj Ritter,2018-06-07,180000,Defender - Left-Back
3090,116842,Chahir Belghazouani,2018-05-22,225000,attack - Left Winger
3091,116859,Nikolaos Kaltsas,2018-05-22,225000,midfield - Right Midfield
3092,116893,Giannis Zaradoukas,2018-05-22,225000,Defender - Left-Back
3093,116910,Jackson Mendy,2018-07-12,360000,Defender - Centre-Back
3094,116953,Vasyl Kobin,2018-07-01,360000,Defender - Right-Back
3095,117036,Antonio Cinelli,2018-06-18,360000,midfield - Central Midfield
3096,117058,Ahmet Aras,2018-05-30,23000,attack - Centre-Forward
3097,117085,Karamoko Cisse,2018-06-18,630000,attack - Centre-Forward
3098,117113,Massimo Coda,2018-06-07,1260000,attack - Centre-Forward
3099,117139,Pietro Iemmello,2018-06-07,1800000,attack - Centre-Forward
3100,117160,George Puscas,2018-06-18,2520000,attack - Centre-Forward
3101,117192,Cheick Diabate,2018-06-07,3600000,attack - Centre-Forward
3102,117211,Mamadou Kanoute,2018-06-18,270000,attack - Right Winger
3103,117222,Alessio Donnarumma,2018-06-30,68000,midfield - Central Midfield
3104,117231,Giovanni Volpicelli,2018-06-30,90000,midfield - Central Midfield
3105,117257,Mirko Eramo,2018-06-18,450000,midfield - Central Midfield
3106,117282,Ledian Memushaj,2018-06-07,720000,midfield - Central Midfield
3107,117294,Bright Gyamfi,2018-06-07,360000,Defender - Right-Back
3108,117329,Bacary Sagna,2018-06-07,720000,Defender - Right-Back
3109,117348,Gianluca Di Chiara,2018-06-18,1350000,Defender - Left-Back
3110,117359,Luca Sparandeo,2018-06-30,68000,Defender - Centre-Back
3111,117369,Christian Rutjens,2018-06-30,68000,Defender - Centre-Back
3112,117399,Andrea Costa,2018-06-07,630000,Defender - Centre-Back
3113,117425,Michele Camporese,2018-06-18,630000,Defender - Centre-Back
3114,117439,Thomas Candeloro,2018-06-30,23000,Goalkeeper
3115,117440,Thomas Candeloro,2018-07-12,45000,Goalkeeper
3116,117465,Christian Puggioni,2018-06-07,270000,Goalkeeper
3117,117472,Gokay Eser,2018-07-04,45000,attack - Right Winger
3118,117495,Jonathan Ayite,2018-05-30,90000,attack - Centre-Forward
3119,117511,Batuhan Altintas,2018-05-30,225000,attack - Centre-Forward
3120,117529,Gilberto,2018-05-29,450000,Defender - Right-Back
3121,117546,Emanuel Dening,2018-05-29,540000,attack - Right Winger
3122,117574,Turgut Sahin,2018-05-30,180000,attack - Left Winger
3123,117582,Furkan Peksen,2018-07-04,45000,midfield - Attacking Midfield
3124,117612,Nacer Barazite,2018-05-29,900000,midfield - Attacking Midfield
3125,117619,Burak Kavlak,2018-07-04,45000,Defender - Centre-Back
3126,117637,Doria,2018-05-29,1350000,Defender - Centre-Back
3127,117648,Metin Acet,2018-07-04,23000,midfield - Attacking Midfield
3128,117663,Prince Segbefia,2018-05-30,225000,midfield - Central Midfield
3129,117674,Mehmet Enes Ozturk,2018-07-04,45000,midfield - Defensive Midfield
3130,117702,Selcuk Sahin,2018-05-29,135000,midfield - Defensive Midfield
3131,117726,Tanju Kayhan,2018-05-29,315000,Defender - Right-Back
3132,117756,Sabri Sarioglu,2018-05-29,360000,Defender - Right-Back
3133,117765,Emre Can Coskun,2018-05-30,45000,Defender - Centre-Back
3134,117796,Alessandro Gamberini,2018-06-07,225000,Defender - Centre-Back
3135,117820,Dario Dainelli,2018-06-07,270000,Defender - Centre-Back
3136,117844,Andrea Cossu,2018-06-07,90000,midfield - Attacking Midfield
3137,117847,Joseph Tetteh,2018-06-30,68000,midfield - Central Midfield
3138,117856,Christ Kouadio,2018-06-30,90000,Defender - Right-Back
3139,117885,Maxi Lopez,2018-06-07,450000,attack - Centre-Forward
3140,117901,Ewandro Costa,2018-06-13,900000,attack - Centre-Forward
3141,117922,Rodrigo Aguirre,2018-05-23,1580000,attack - Centre-Forward
3142,117951,Deniz Yilmaz,2018-05-29,315000,Defender - Centre-Back
3143,117956,Daniele Cipolla,2018-06-30,45000,midfield - Central Midfield
3144,117988,Davide Biondini,2018-06-07,180000,midfield - Central Midfield
3145,118018,Manuel Ferrini,2018-06-30,45000,Defender - Centre-Back
3146,118031,Leonardo Marson,2018-06-07,180000,Goalkeeper
3147,118069,Jailton Paraiba,2018-05-29,450000,attack - Right Winger
3148,118094,Marko Milinkovic,2018-05-29,450000,attack - Right Winger
3149,118119,Ahmet Ilhan Ozek,2018-05-29,495000,attack - Right Winger
3150,118150,Murat Duruer,2018-05-29,225000,midfield - Central Midfield
3151,118162,Mehmet Tas,2018-05-29,45000,midfield - Defensive Midfield
3152,118181,Kamal Issah,2018-05-29,360000,midfield - Defensive Midfield
3153,118204,Diallo Guidileye,2018-05-29,450000,midfield - Defensive Midfield
3154,118214,Aleksandar Scekic,2018-05-29,540000,midfield - Defensive Midfield
3155,118248,Orhan Sam,2018-05-30,45000,Defender - Right-Back
3156,118265,Ousmane Ndiaye,2018-05-29,270000,Defender - Centre-Back
3157,118292,Sergey Politevich,2018-05-29,450000,Defender - Centre-Back
3158,118315,Luccas Claro,2018-05-29,495000,Defender - Centre-Back
3159,118343,Florentin Pogba,2018-05-29,1350000,Defender - Centre-Back
3160,118353,Numan Soysal,2018-05-29,45000,Goalkeeper
3161,118362,Taha Cengiz Demirtas,2018-05-29,90000,Goalkeeper
3162,118384,Nihat Sahin,2018-05-29,135000,Goalkeeper
3163,118395,Nabil Jaadi,2018-05-22,90000,attack - Right Winger
3164,118404,Franck Djoulou,2018-06-30,68000,attack - Left Winger
3165,118408,Luis Ndreu,2018-06-30,23000,midfield - Attacking Midfield
3166,118414,Nicolas Garmendia,2018-06-30,68000,midfield - Attacking Midfield
3167,118425,Alexis Zapata,2018-06-08,630000,midfield - Attacking Midfield
3168,118437,Mak Varesanovic,2018-06-30,180000,midfield - Central Midfield
3169,118447,Yusuf Akbulut,2018-05-29,45000,attack - Centre-Forward
3170,118452,Arif Bostanci,2018-07-04,45000,attack - Centre-Forward
3171,118472,Serdar Deliktas,2018-05-30,90000,attack - Centre-Forward
3172,118498,Marius Alexe,2018-05-29,180000,attack - Centre-Forward
3173,118505,Ahmet Karadayi,2018-05-29,45000,attack - Left Winger
3174,118517,Aldo Caiazza,2018-06-30,68000,Defender - Centre-Back
3175,118544,Davide Borsellini,2018-06-07,90000,Goalkeeper
3176,118575,Albano Bizzarri,2018-06-07,180000,Goalkeeper
3177,118597,Gheorghe Grozav,2018-05-29,900000,attack - Left Winger
3178,118628,Cristian Tanase,2018-06-14,360000,midfield - Left Midfield
3179,118636,Emre Eser,2018-07-04,45000,midfield - Central Midfield
3180,118662,Murat Akin,2018-05-29,135000,midfield - Central Midfield
3181,118674,Alican Karadag,2018-05-29,135000,midfield - Defensive Midfield
3182,118698,Olafur Ingi Skulason,2018-05-29,180000,midfield - Defensive Midfield
3183,118727,Fatih Kizilay,2018-07-04,45000,Defender - Right-Back
3184,118755,Hakan Aslantas,2018-05-29,135000,Defender - Right-Back
3185,118763,Adam Stahl,2018-05-29,180000,Defender - Right-Back
3186,118789,Ishak Dogan,2018-05-29,135000,Defender - Left-Back
3187,118797,Berkay Yilmaz,2018-07-04,45000,Defender - Centre-Back
3188,118802,Can Sikilmaz,2018-07-04,45000,Defender - Centre-Back
3189,118822,Ozgur Yilmaz,2018-05-29,90000,Defender - Centre-Back
3190,118849,Valerica Gaman,2018-06-14,675000,Defender - Centre-Back
3191,118884,Ahmet Sahin,2018-05-30,23000,Goalkeeper
3192,118886,Furkan Kacar,2018-05-29,45000,Goalkeeper
3193,118897,Caglar Akbaba,2018-05-29,270000,Goalkeeper
3194,118917,Bruno Petkovic,2018-06-07,900000,attack - Centre-Forward
3195,118930,Simon Stefanec,2018-06-30,225000,midfield - Attacking Midfield
3196,118955,Simon Laner,2018-06-07,45000,midfield - Central Midfield
3197,118976,Simone Calvano,2018-06-07,360000,midfield - Central Midfield
3198,119004,Franco Zuculini,2018-06-07,540000,midfield - Central Midfield
3199,119029,Marco Fossati,2018-06-07,1350000,midfield - Defensive Midfield
3200,119056,Bruno Zuculini,2018-05-08,2250000,midfield - Defensive Midfield
3201,119071,Enrico Bearzotti,2018-06-07,270000,Defender - Right-Back
3202,119109,Deian Boldor,2018-06-07,180000,Defender - Centre-Back
3203,119138,Nicolo Cherubin,2018-06-18,225000,Defender - Centre-Back
3204,119163,Alejandro Gonzalez,2018-06-18,270000,Defender - Centre-Back
3205,119187,Samuel Souprayen,2018-06-07,630000,Defender - Centre-Back
3206,119214,Riccardo Brosco,2018-06-18,675000,Defender - Centre-Back
3207,119238,Antonio Caracciolo,2018-06-07,720000,Defender - Centre-Back
3208,119248,Nicola Borghetto,2018-06-30,45000,Goalkeeper
3209,119280,Ferdinando Coppola,2018-06-07,45000,Goalkeeper
3210,119281,Bora Barlas,2018-07-01,45000,attack - Right Winger
3211,119303,Ryan Mendes,2018-05-29,1350000,attack - Left Winger
3212,119316,Erdal Ozturk,2018-05-29,135000,midfield - Central Midfield
3213,119331,Gonzalo Espinoza,2018-05-29,360000,midfield - Central Midfield
3214,119353,Canberk Aydin,2018-05-30,45000,Defender - Right-Back
3215,119388,Marco Borriello,2018-06-07,360000,attack - Centre-Forward
3216,119400,Federico Melchiorri,2018-06-18,1080000,attack - Centre-Forward
3217,119424,Antonio Balzano,2018-06-18,225000,Defender - Right-Back
3218,119453,Gregory Van Der Wiel,2018-05-02,900000,Defender - Right-Back
3219,119465,Andrea Cadili,2018-06-30,68000,Defender - Centre-Back
3220,119493,Leandro Castan,2018-06-07,1800000,Defender - Centre-Back
3221,119509,Luca Crosta,2018-06-07,180000,Goalkeeper
3222,119528,Brayan Perea,2018-06-07,180000,attack - Centre-Forward
3223,119543,Christopher Ikonomidis,2018-07-01,360000,attack - Left Winger
3224,119561,Luca Crecco,2018-06-07,360000,midfield - Left Midfield
3225,119572,Alessio Miceli,2018-06-30,158000,midfield - Defensive Midfield
3226,119588,Patrick Friday Eze,2018-05-30,225000,attack - Centre-Forward
3227,119603,Halil Ibrahim Sonmez,2018-05-29,113000,attack - Right Winger
3228,119614,Leonardo Ubaldi,2018-06-25,90000,attack - Centre-Forward
3229,119620,Francesco Pio Russo,2018-06-30,68000,midfield - Left Midfield
3230,119644,Eros Schiavon,2018-06-07,90000,midfield - Central Midfield
3231,119659,Luca Mora,2018-06-18,630000,midfield - Central Midfield
3232,119696,Samuel Etoo,2018-05-29,900000,attack - Centre-Forward
3233,119736,Hamdi Tayfun Yilmaz,2018-07-04,45000,midfield - Attacking Midfield
3234,119757,Wanderson,2018-05-29,630000,attack - Right Winger
3235,119770,Douglas,2018-05-29,1170000,Defender - Right-Back
3236,119786,Alpay Kocakli,2018-05-30,45000,attack - Right Winger
3237,119793,Murat Sevimler,2018-07-04,45000,attack - Left Winger
3238,119813,Chisamba Lungu,2018-05-29,540000,attack - Left Winger
3239,119819,Yusuf Coban,2018-05-30,45000,midfield - Attacking Midfield
3240,119826,Rauf Oktem,2018-07-04,45000,midfield - Central Midfield
3241,119840,Guy Michel Landel,2018-05-29,360000,midfield - Central Midfield
3242,119889,Giuseppe Rossi,2018-06-07,900000,attack - Centre-Forward
3243,119912,Andrey Galabinov,2018-06-07,1080000,attack - Centre-Forward
3244,119944,Raffaele Palladino,2018-06-18,180000,attack - Left Winger
3245,119954,David Milinkovic,2018-06-07,360000,attack - Left Winger
3246,119973,Ricardo Centurion,2018-05-08,4500000,attack - Left Winger
3247,119993,Nikola Ninkovic,2018-06-18,720000,midfield - Attacking Midfield
3248,120020,Mauricio,2018-07-03,675000,midfield - Defensive Midfield
3249,120047,Volkan Sen,2018-05-29,675000,attack - Left Winger
3250,120069,Lebogang Manyama,2018-05-29,315000,midfield - Attacking Midfield
3251,120085,Ismail Guven,2018-07-04,45000,midfield - Central Midfield
3252,120108,Emrullah Salk,2018-05-29,45000,Goalkeeper
3253,120142,Pa Konate,2018-06-07,270000,Defender - Left-Back
3254,120157,Giacomo Boccafoglia,2018-06-30,90000,Defender - Centre-Back
3255,120183,Daniele Gasparetto,2018-06-18,270000,Defender - Centre-Back
3256,120193,Luca Seri,2018-06-30,45000,Goalkeeper
3257,120205,Gabriele Marchegiani,2018-06-07,180000,Goalkeeper
3258,120221,Oguz Mataraci,2018-05-29,45000,midfield - Defensive Midfield
3259,120249,Saso Fornezzi,2018-05-29,45000,Goalkeeper
3260,120262,Emre Nefiz,2018-05-29,360000,Defender - Right-Back
3261,120276,Tolga Tekin,2018-07-04,45000,Defender - Left-Back
3262,120283,Hasan Emiroglu,2018-07-04,45000,Defender - Centre-Back
3263,120293,Darko Lazic,2018-05-30,90000,Defender - Centre-Back
3264,120315,Birol Parlak,2018-05-29,135000,Defender - Centre-Back
3265,120344,Aleandro Rosi,2018-06-07,810000,Defender - Right-Back
3266,120356,Raul Oprut,2018-06-30,135000,Defender - Left-Back
3267,120387,Davide Brivio,2018-06-18,270000,Defender - Left-Back
3268,120411,Francesco Migliore,2018-06-07,720000,Defender - Left-Back
3269,120436,Santiago Gentiletti,2018-06-07,180000,Defender - Centre-Back
3270,120458,Eugenio Lamanna,2018-06-07,900000,Goalkeeper
3271,120501,Vitja Valencic,2018-06-30,315000,midfield - Defensive Midfield
3272,120535,Luka Markovic,2018-06-07,90000,attack - Centre-Forward
3273,120553,Gabriel Barbosa,2018-05-23,7200000,attack - Centre-Forward
3274,120572,Andrea Nalini,2018-06-07,900000,attack - Second Striker
3275,120643,Adrian Stoian,2018-06-07,1620000,attack - Left Winger
3276,120655,Andrej Kotnik,2018-05-30,90000,midfield - Attacking Midfield
3277,120681,Oliver Kragl,2018-06-18,1170000,midfield - Left Midfield
3278,120692,Pasquale Giannotti,2018-06-30,68000,midfield - Central Midfield
3279,120704,Cazim Suljic,2018-07-01,270000,midfield - Central Midfield
3280,120733,Mariano Izco,2018-06-07,270000,midfield - Central Midfield
3281,120751,Marcus Rohden,2018-06-07,1350000,midfield - Central Midfield
3282,120772,Andrea Barberis,2018-06-07,1800000,midfield - Defensive Midfield
3283,120797,Daniel Pavlovic,2018-06-07,360000,Defender - Left-Back
3284,120818,Arlind Ajeti,2018-06-07,900000,Defender - Centre-Back
3285,120828,Giacomo Figliuzzi,2018-07-01,45000,Goalkeeper
3286,120846,Aniello Viscovo,2018-06-07,180000,Goalkeeper
3287,120876,Eder,2018-06-07,6300000,attack - Centre-Forward
3288,120895,Alassane Traore,2018-06-07,450000,midfield - Central Midfield
3289,120901,Alessandro Iacuaniello,2018-06-30,23000,attack - Centre-Forward
3290,120909,Enrico Celeghin,2018-06-30,45000,midfield - Defensive Midfield
3291,120920,Antonio Dalena,2018-06-30,113000,midfield - Defensive Midfield
3292,120936,Leonardo Rivoira,2018-06-30,45000,Defender - Centre-Back
3293,120961,Nicolas Burdisso,2018-06-07,270000,Defender - Centre-Back
3294,120964,Domenico Coppola,2018-06-30,68000,Goalkeeper
3295,120974,Cristian Mutton,2018-06-30,68000,attack - Second Striker
3296,121003,Saphir Taider,2018-05-02,2700000,midfield - Central Midfield
3297,121023,Riccardo Forte,2018-06-30,68000,attack - Second Striker
3298,121045,Nnamdi Oduamadi,2018-06-07,180000,attack - Left Winger
3299,121058,Jherson Vergara,2018-06-07,360000,Defender - Centre-Back
3300,121089,Marco Storari,2018-06-07,90000,Goalkeeper
3301,121092,Alessandro Guarnone,2018-06-30,135000,Goalkeeper
3302,121103,Salvatore Elia,2018-06-30,90000,attack - Right Winger
3303,121138,Boukary Drame,2018-06-07,360000,Defender - Left-Back
3304,121155,Fernandao,2018-05-29,1350000,attack - Centre-Forward
3305,121168,Samed Karakoc,2018-05-29,180000,midfield - Attacking Midfield
3306,121175,Serhat Kot,2018-05-29,45000,midfield - Central Midfield
3307,121189,Uygar Zeybek,2018-05-29,135000,midfield - Central Midfield
3308,121198,Mustafa Apardi,2018-07-04,45000,attack - Centre-Forward
3309,121222,Antonis Petropoulos,2018-05-22,180000,attack - Centre-Forward
3310,121245,Chigozie Udoji,2018-05-22,225000,attack - Centre-Forward
3311,121281,Gurjinder Singh,2018-05-22,90000,attack - Right Winger
3312,121299,Filip Kasalica,2018-05-22,315000,attack - Left Winger
3313,121321,Milos Stojcev,2018-05-22,180000,midfield - Attacking Midfield
3314,121334,Viera Ellong,2018-05-22,225000,midfield - Attacking Midfield
3315,121342,Nili Perdomo,2018-05-22,270000,midfield - Attacking Midfield
3316,121353,Renato Ziko,2018-05-22,90000,midfield - Left Midfield
3317,121363,Vasilios Angelopoulos,2018-05-22,270000,midfield - Central Midfield
3318,121373,Didac Devesa,2018-05-22,405000,midfield - Central Midfield
3319,121395,Filip Stanisavljevic,2018-05-22,270000,midfield - Defensive Midfield
3320,121405,Saado Abdel Salam Fouflia,2018-05-22,45000,Defender - Centre-Back
3321,121425,Dimitrios Stamou,2018-05-22,270000,Defender - Centre-Back
3322,121445,Dimitrios Kasotakis,2018-05-22,90000,Goalkeeper
3323,121458,Antonis Kokkalas,2018-05-22,270000,Goalkeeper
3324,121474,Filip Kljajic,2018-05-22,360000,Goalkeeper
3325,121482,Eray Karatas,2018-07-04,45000,midfield - Attacking Midfield
3326,121497,Talisca,2018-05-29,19800000,midfield - Attacking Midfield
3327,121505,Yusuf Can Abay,2018-07-04,45000,midfield - Central Midfield
3328,121537,Veli Kavlak,2018-05-29,405000,midfield - Central Midfield
3329,121564,Dusko Tosic,2018-05-29,1800000,Defender - Centre-Back
3330,121578,Michael Scarf,2018-06-30,68000,Defender - Left-Back
3331,121602,Hrvoje Milic,2018-06-07,450000,Defender - Left-Back
3332,121612,Giuseppe Esposito,2018-06-30,68000,Defender - Centre-Back
3333,121621,Andrea Tessiore,2018-06-30,90000,midfield - Central Midfield
3334,121651,Ricardo Alvarez,2018-06-07,1620000,midfield - Central Midfield
3335,121661,Konstantinos Makris,2018-05-22,90000,attack - Right Winger
3336,121686,Emanuel Perrone,2018-05-22,225000,attack - Centre-Forward
